,index,decoder,test_context,train_context,on_off,fold,mse,date
301,61,rr,Spring,Mixed,mix,1,0.29511227507015175,2022-06-02
302,62,tcfnn,Spring,Mixed_Full,mix,1,0.19808824038759454,2022-06-02
303,63,rr,Spring,Mixed_Full,mix,1,0.2872458067663935,2022-06-02
304,64,tcfnn,Spring,Normal,off,1,0.24783813167587285,2022-06-02
305,65,rr,Spring,Normal,off,1,0.3300889732928434,2022-06-02
306,66,tcfnn,Spring,Spring,on,1,0.19902069919024667,2022-06-02
307,67,rr,Spring,Spring,on,1,0.28610002869462964,2022-06-02
308,68,tcfnn,Spring,SprWrst,off,1,0.22172823620334497,2022-06-02
309,69,rr,Spring,SprWrst,off,1,0.30786786070999905,2022-06-02
310,70,tcfnn,Spring,Wrist,off,1,0.23309808063163878,2022-06-02
311,71,rr,Spring,Wrist,off,1,0.3111522735806101,2022-06-02
312,72,tcfnn,Wrist,Mixed,mix,1,0.304968185912959,2022-06-02
313,73,rr,Wrist,Mixed,mix,1,0.38150832677172064,2022-06-02
314,74,tcfnn,Wrist,Mixed_Full,mix,1,0.27333245133693784,2022-06-02
315,75,rr,Wrist,Mixed_Full,mix,1,0.3740344771346466,2022-06-02
316,76,tcfnn,Wrist,Normal,off,1,0.3569563808602803,2022-06-02
317,77,rr,Wrist,Normal,off,1,0.39356193594979877,2022-06-02
318,78,tcfnn,Wrist,Spring,off,1,0.35160256455221145,2022-06-02
319,79,rr,Wrist,Spring,off,1,0.4086368116568622,2022-06-02
320,80,tcfnn,Wrist,SprWrst,off,1,0.37523942986332226,2022-06-02
321,81,rr,Wrist,SprWrst,off,1,0.4184889762470466,2022-06-02
322,82,tcfnn,Wrist,Wrist,on,1,0.27516045696437125,2022-06-02
323,83,rr,Wrist,Wrist,on,1,0.37028852501864606,2022-06-02
324,84,tcfnn,SprWrst,Mixed,mix,1,0.28205677509112653,2022-06-02
325,85,rr,SprWrst,Mixed,mix,1,0.3613496983641952,2022-06-02
326,86,tcfnn,SprWrst,Mixed_Full,mix,1,0.27471315341079006,2022-06-02
327,87,rr,SprWrst,Mixed_Full,mix,1,0.35662302263853435,2022-06-02
328,88,tcfnn,SprWrst,Normal,off,1,0.38327682302744576,2022-06-02
329,89,rr,SprWrst,Normal,off,1,0.44348974446374756,2022-06-02
330,90,tcfnn,SprWrst,Spring,off,1,0.2747576123394079,2022-06-02
331,91,rr,SprWrst,Spring,off,1,0.36548597642314273,2022-06-02
332,92,tcfnn,SprWrst,SprWrst,on,1,0.2539916360608126,2022-06-02
333,93,rr,SprWrst,SprWrst,on,1,0.3477613571831273,2022-06-02
334,94,tcfnn,SprWrst,Wrist,off,1,0.30713457511916664,2022-06-02
335,95,rr,SprWrst,Wrist,off,1,0.3866387433347593,2022-06-02
336,96,tcfnn,Normal,Mixed,mix,2,0.2478037780180847,2022-06-02
337,97,rr,Normal,Mixed,mix,2,0.33458382921734353,2022-06-02
338,98,tcfnn,Normal,Mixed_Full,mix,2,0.23416748086698258,2022-06-02
339,99,rr,Normal,Mixed_Full,mix,2,0.3296035244112102,2022-06-02
340,100,tcfnn,Normal,Normal,on,2,0.24747465924421647,2022-06-02
341,101,rr,Normal,Normal,on,2,0.3265246043415054,2022-06-02
342,102,tcfnn,Normal,Spring,off,2,0.26289096889709523,2022-06-02
343,103,rr,Normal,Spring,off,2,0.35586841853941653,2022-06-02
344,104,tcfnn,Normal,SprWrst,off,2,0.289351430885223,2022-06-02
345,105,rr,Normal,SprWrst,off,2,0.38936219372291125,2022-06-02
346,106,tcfnn,Normal,Wrist,off,2,0.2698305241686081,2022-06-02
347,107,rr,Normal,Wrist,off,2,0.3511677886924878,2022-06-02
348,108,tcfnn,Spring,Mixed,mix,2,0.21767896366500047,2022-06-02
349,109,rr,Spring,Mixed,mix,2,0.2957222392861594,2022-06-02
350,110,tcfnn,Spring,Mixed_Full,mix,2,0.2004391672739028,2022-06-02
351,111,rr,Spring,Mixed_Full,mix,2,0.2870251810590607,2022-06-02
352,112,tcfnn,Spring,Normal,off,2,0.25444245115800407,2022-06-02
353,113,rr,Spring,Normal,off,2,0.33032812636313647,2022-06-02
354,114,tcfnn,Spring,Spring,on,2,0.1958400795296915,2022-06-02
355,115,rr,Spring,Spring,on,2,0.28720139648877385,2022-06-02
356,116,tcfnn,Spring,SprWrst,off,2,0.21761496664371469,2022-06-02
357,117,rr,Spring,SprWrst,off,2,0.30982456566903016,2022-06-02
358,118,tcfnn,Spring,Wrist,off,2,0.24899717163686022,2022-06-02
359,119,rr,Spring,Wrist,off,2,0.31159021735966713,2022-06-02
360,120,tcfnn,Wrist,Mixed,mix,2,0.3115694028358623,2022-06-02
361,121,rr,Wrist,Mixed,mix,2,0.38387050320108185,2022-06-02
362,122,tcfnn,Wrist,Mixed_Full,mix,2,0.2975222282703703,2022-06-02
363,123,rr,Wrist,Mixed_Full,mix,2,0.37312656059988386,2022-06-02
364,124,tcfnn,Wrist,Normal,off,2,0.3593537078879829,2022-06-02
365,125,rr,Wrist,Normal,off,2,0.3928668408698236,2022-06-02
366,126,tcfnn,Wrist,Spring,off,2,0.39472191679624186,2022-06-02
367,127,rr,Wrist,Spring,off,2,0.41090235246051315,2022-06-02
368,128,tcfnn,Wrist,SprWrst,off,2,0.3359606560977101,2022-06-02
369,129,rr,Wrist,SprWrst,off,2,0.41684848609067077,2022-06-02
370,130,tcfnn,Wrist,Wrist,on,2,0.2882879749159478,2022-06-02
371,131,rr,Wrist,Wrist,on,2,0.37061550107476926,2022-06-02
372,132,tcfnn,SprWrst,Mixed,mix,2,0.2839999254142156,2022-06-02
373,133,rr,SprWrst,Mixed,mix,2,0.3617906318850277,2022-06-02
374,134,tcfnn,SprWrst,Mixed_Full,mix,2,0.2725715325051394,2022-06-02
375,135,rr,SprWrst,Mixed_Full,mix,2,0.35481017145036253,2022-06-02
376,136,tcfnn,SprWrst,Normal,off,2,0.36582442146557786,2022-06-02
377,137,rr,SprWrst,Normal,off,2,0.4419949724020672,2022-06-02
378,138,tcfnn,SprWrst,Spring,off,2,0.2816330478213708,2022-06-02
379,139,rr,SprWrst,Spring,off,2,0.36658305612672015,2022-06-02
380,140,tcfnn,SprWrst,SprWrst,on,2,0.24292938435814032,2022-06-02
381,141,rr,SprWrst,SprWrst,on,2,0.3463544006495552,2022-06-02
382,142,tcfnn,SprWrst,Wrist,off,2,0.3258077815417536,2022-06-02
383,143,rr,SprWrst,Wrist,off,2,0.3855288594496785,2022-06-02
384,144,tcfnn,Normal,Mixed,mix,3,0.25270409096881874,2022-06-02
385,145,rr,Normal,Mixed,mix,3,0.3357211082994515,2022-06-02
386,146,tcfnn,Normal,Mixed_Full,mix,3,0.23553789241671863,2022-06-02
387,147,rr,Normal,Mixed_Full,mix,3,0.33049605440147056,2022-06-02
388,148,tcfnn,Normal,Normal,on,3,0.23279600025389374,2022-06-02
389,149,rr,Normal,Normal,on,3,0.3289003590302287,2022-06-02
390,150,tcfnn,Normal,Spring,off,3,0.2645364719414332,2022-06-02
391,151,rr,Normal,Spring,off,3,0.3547099369188234,2022-06-02
392,152,tcfnn,Normal,SprWrst,off,3,0.30106282623472885,2022-06-02
393,153,rr,Normal,SprWrst,off,3,0.39136934842993565,2022-06-02
394,154,tcfnn,Normal,Wrist,off,3,0.2511334661740383,2022-06-02
395,155,rr,Normal,Wrist,off,3,0.3533261409215118,2022-06-02
396,156,tcfnn,Spring,Mixed,mix,3,0.21896531181354548,2022-06-02
397,157,rr,Spring,Mixed,mix,3,0.29365042203123604,2022-06-02
398,158,tcfnn,Spring,Mixed_Full,mix,3,0.19118710348818285,2022-06-02
399,159,rr,Spring,Mixed_Full,mix,3,0.2865168400225428,2022-06-02
400,160,tcfnn,Spring,Normal,off,3,0.23744769580348077,2022-06-02
401,161,rr,Spring,Normal,off,3,0.3302751702281707,2022-06-02
402,162,tcfnn,Spring,Spring,on,3,0.19915891347194348,2022-06-02
403,163,rr,Spring,Spring,on,3,0.2871848271830686,2022-06-02
404,164,tcfnn,Spring,SprWrst,off,3,0.2215248382603542,2022-06-02
405,165,rr,Spring,SprWrst,off,3,0.308005145241135,2022-06-02
406,166,tcfnn,Spring,Wrist,off,3,0.2192667879596271,2022-06-02
407,167,rr,Spring,Wrist,off,3,0.31034148712354975,2022-06-02
408,168,tcfnn,Wrist,Mixed,mix,3,0.3252608618935252,2022-06-02
409,169,rr,Wrist,Mixed,mix,3,0.38292311477117247,2022-06-02
410,170,tcfnn,Wrist,Mixed_Full,mix,3,0.296278788140899,2022-06-02
411,171,rr,Wrist,Mixed_Full,mix,3,0.3736878203785057,2022-06-02
412,172,tcfnn,Wrist,Normal,off,3,0.355545519831465,2022-06-02
413,173,rr,Wrist,Normal,off,3,0.3963613842711331,2022-06-02
414,174,tcfnn,Wrist,Spring,off,3,0.3711419694950282,2022-06-02
415,175,rr,Wrist,Spring,off,3,0.41150843658781755,2022-06-02
416,176,tcfnn,Wrist,SprWrst,off,3,0.33431562822722044,2022-06-02
417,177,rr,Wrist,SprWrst,off,3,0.41267914481398127,2022-06-02
418,178,tcfnn,Wrist,Wrist,on,3,0.28475881249440804,2022-06-02
419,179,rr,Wrist,Wrist,on,3,0.37213587898741823,2022-06-02
420,180,tcfnn,SprWrst,Mixed,mix,3,0.2917043774139783,2022-06-02
421,181,rr,SprWrst,Mixed,mix,3,0.36335751214434875,2022-06-02
422,182,tcfnn,SprWrst,Mixed_Full,mix,3,0.25194392743959837,2022-06-02
423,183,rr,SprWrst,Mixed_Full,mix,3,0.3556954543999939,2022-06-02
424,184,tcfnn,SprWrst,Normal,off,3,0.3686233717073013,2022-06-02
425,185,rr,SprWrst,Normal,off,3,0.4447450977278828,2022-06-02
426,186,tcfnn,SprWrst,Spring,off,3,0.2829965241879452,2022-06-02
427,187,rr,SprWrst,Spring,off,3,0.36844551535740144,2022-06-02
428,188,tcfnn,SprWrst,SprWrst,on,3,0.2601844136156203,2022-06-02
429,189,rr,SprWrst,SprWrst,on,3,0.34734102990561955,2022-06-02
430,190,tcfnn,SprWrst,Wrist,off,3,0.30525348904098387,2022-06-02
431,191,rr,SprWrst,Wrist,off,3,0.38430686802656,2022-06-02
432,192,tcfnn,Normal,Mixed,mix,4,0.2458361586304973,2022-06-02
433,193,rr,Normal,Mixed,mix,4,0.3380848592904196,2022-06-02
434,194,tcfnn,Normal,Mixed_Full,mix,4,0.22596641019592142,2022-06-02
435,195,rr,Normal,Mixed_Full,mix,4,0.32978806961127,2022-06-02
436,196,tcfnn,Normal,Normal,on,4,0.23108681466248934,2022-06-02
437,197,rr,Normal,Normal,on,4,0.32980530888221965,2022-06-02
438,198,tcfnn,Normal,Spring,off,4,0.26098233470686694,2022-06-02
439,199,rr,Normal,Spring,off,4,0.3531813552616896,2022-06-02
440,200,tcfnn,Normal,SprWrst,off,4,0.30351122356503013,2022-06-02
441,201,rr,Normal,SprWrst,off,4,0.3882859775399078,2022-06-02
442,202,tcfnn,Normal,Wrist,off,4,0.26259476806126714,2022-06-02
443,203,rr,Normal,Wrist,off,4,0.35090317959515477,2022-06-02
444,204,tcfnn,Spring,Mixed,mix,4,0.20686112443339458,2022-06-02
445,205,rr,Spring,Mixed,mix,4,0.29329023676695837,2022-06-02
446,206,tcfnn,Spring,Mixed_Full,mix,4,0.19279306049679928,2022-06-02
447,207,rr,Spring,Mixed_Full,mix,4,0.2867038961946156,2022-06-02
448,208,tcfnn,Spring,Normal,off,4,0.2628967264357474,2022-06-02
449,209,rr,Spring,Normal,off,4,0.3329776611798705,2022-06-02
450,210,tcfnn,Spring,Spring,on,4,0.20095116515135591,2022-06-02
451,211,rr,Spring,Spring,on,4,0.28739891477123425,2022-06-02
452,212,tcfnn,Spring,SprWrst,off,4,0.22605692849325737,2022-06-02
453,213,rr,Spring,SprWrst,off,4,0.30817975097867206,2022-06-02
454,214,tcfnn,Spring,Wrist,off,4,0.21853831157506234,2022-06-02
455,215,rr,Spring,Wrist,off,4,0.308813184666156,2022-06-02
456,216,tcfnn,Wrist,Mixed,mix,4,0.3083998620782269,2022-06-02
457,217,rr,Wrist,Mixed,mix,4,0.38528012513808835,2022-06-02
458,218,tcfnn,Wrist,Mixed_Full,mix,4,0.2861552829164368,2022-06-02
459,219,rr,Wrist,Mixed_Full,mix,4,0.37412338292621405,2022-06-02
460,220,tcfnn,Wrist,Normal,off,4,0.328446828149633,2022-06-02
461,221,rr,Wrist,Normal,off,4,0.3955033843887561,2022-06-02
462,222,tcfnn,Wrist,Spring,off,4,0.355910674821945,2022-06-02
463,223,rr,Wrist,Spring,off,4,0.4124567120079531,2022-06-02
464,224,tcfnn,Wrist,SprWrst,off,4,0.37110773349449405,2022-06-02
465,225,rr,Wrist,SprWrst,off,4,0.41732357624542654,2022-06-02
466,226,tcfnn,Wrist,Wrist,on,4,0.3053956145949892,2022-06-02
467,227,rr,Wrist,Wrist,on,4,0.3722845068075854,2022-06-02
468,228,tcfnn,SprWrst,Mixed,mix,4,0.2721346061463483,2022-06-02
469,229,rr,SprWrst,Mixed,mix,4,0.3658299680839099,2022-06-02
470,230,tcfnn,SprWrst,Mixed_Full,mix,4,0.25849520665902137,2022-06-02
471,231,rr,SprWrst,Mixed_Full,mix,4,0.3552145179942632,2022-06-02
472,232,tcfnn,SprWrst,Normal,off,4,0.3795821837117436,2022-06-02
473,233,rr,SprWrst,Normal,off,4,0.44460642133896755,2022-06-02
474,234,tcfnn,SprWrst,Spring,off,4,0.2875342271836514,2022-06-02
475,235,rr,SprWrst,Spring,off,4,0.3692173986101773,2022-06-02
476,236,tcfnn,SprWrst,SprWrst,on,4,0.2476692925604364,2022-06-02
477,237,rr,SprWrst,SprWrst,on,4,0.34383065805755086,2022-06-02
478,238,tcfnn,SprWrst,Wrist,off,4,0.29847910663854105,2022-06-02
479,239,rr,SprWrst,Wrist,off,4,0.3842126631643193,2022-06-02
480,0,tcfnn,Normal,Mixed,mix,0,0.43575674392178304,2023-01-17
481,1,rr,Normal,Mixed,mix,0,0.5384412525696576,2023-01-17
482,2,tcfnn,Normal,Mixed_Full,mix,0,0.40232635328116517,2023-01-17
483,3,rr,Normal,Mixed_Full,mix,0,0.5320053645841415,2023-01-17
484,4,tcfnn,Normal,Normal,on,0,0.4044161482778867,2023-01-17
485,5,rr,Normal,Normal,on,0,0.5211987776463758,2023-01-17
486,6,tcfnn,Normal,SprWrst,off,0,0.6387705526158367,2023-01-17
487,7,rr,Normal,SprWrst,off,0,0.6683683599133717,2023-01-17
488,8,tcfnn,Normal,Spring,off,0,0.5069227744903269,2023-01-17
489,9,rr,Normal,Spring,off,0,0.6440275182091393,2023-01-17
490,10,tcfnn,Normal,Wrist,off,0,0.43898025156878656,2023-01-17
491,11,rr,Normal,Wrist,off,0,0.5832403666476333,2023-01-17
492,12,tcfnn,Spring,Mixed,mix,0,0.5933211456950546,2023-01-17
493,13,rr,Spring,Mixed,mix,0,0.7005957536777648,2023-01-17
494,14,tcfnn,Spring,Mixed_Full,mix,0,0.583815535227202,2023-01-17
495,15,rr,Spring,Mixed_Full,mix,0,0.68812400082218,2023-01-17
496,16,tcfnn,Spring,Normal,off,0,0.6909137414075134,2023-01-17
497,17,rr,Spring,Normal,off,0,0.8130276353277236,2023-01-17
498,18,tcfnn,Spring,SprWrst,off,0,0.6119906505034453,2023-01-17
499,19,rr,Spring,SprWrst,off,0,0.7084110001037592,2023-01-17
500,20,tcfnn,Spring,Spring,on,0,0.5690432203954875,2023-01-17
501,21,rr,Spring,Spring,on,0,0.680853323174913,2023-01-17
502,22,tcfnn,Spring,Wrist,off,0,0.6674413522133875,2023-01-17
503,23,rr,Spring,Wrist,off,0,0.761876642949418,2023-01-17
504,24,tcfnn,Wrist,Mixed,mix,0,0.5411497311674832,2023-01-17
505,25,rr,Wrist,Mixed,mix,0,0.6443505755443533,2023-01-17
506,26,tcfnn,Wrist,Mixed_Full,mix,0,0.5135296951549795,2023-01-17
507,27,rr,Wrist,Mixed_Full,mix,0,0.6239608901073571,2023-01-17
508,28,tcfnn,Wrist,Normal,off,0,0.6186754100555433,2023-01-17
509,29,rr,Wrist,Normal,off,0,0.6955603698377979,2023-01-17
510,30,tcfnn,Wrist,SprWrst,off,0,0.6771216344906638,2023-01-17
511,31,rr,Wrist,SprWrst,off,0,0.7095237850303341,2023-01-17
512,32,tcfnn,Wrist,Spring,off,0,0.6254732413650601,2023-01-17
513,33,rr,Wrist,Spring,off,0,0.6862046642190376,2023-01-17
514,34,tcfnn,Wrist,Wrist,on,0,0.5225706493142193,2023-01-17
515,35,rr,Wrist,Wrist,on,0,0.6259121740291679,2023-01-17
516,36,tcfnn,SprWrst,Mixed,mix,0,0.49481024828040876,2023-01-17
517,37,rr,SprWrst,Mixed,mix,0,0.6393488122869897,2023-01-17
518,38,tcfnn,SprWrst,Mixed_Full,mix,0,0.4803243895875809,2023-01-17
519,39,rr,SprWrst,Mixed_Full,mix,0,0.6228824588355976,2023-01-17
520,40,tcfnn,SprWrst,Normal,off,0,0.5988130124841149,2023-01-17
521,41,rr,SprWrst,Normal,off,0,0.7667719079600698,2023-01-17
522,42,tcfnn,SprWrst,SprWrst,on,0,0.4684782224329424,2023-01-17
523,43,rr,SprWrst,SprWrst,on,0,0.6185899162671668,2023-01-17
524,44,tcfnn,SprWrst,Spring,off,0,0.4988033775795482,2023-01-17
525,45,rr,SprWrst,Spring,off,0,0.6296440305146301,2023-01-17
526,46,tcfnn,SprWrst,Wrist,off,0,0.577810721447075,2023-01-17
527,47,rr,SprWrst,Wrist,off,0,0.706991624712009,2023-01-17
528,48,tcfnn,Normal,Mixed,mix,1,0.4330460865103344,2023-01-17
529,49,rr,Normal,Mixed,mix,1,0.5368757018953293,2023-01-17
530,50,tcfnn,Normal,Mixed_Full,mix,1,0.38930806827772013,2023-01-17
531,51,rr,Normal,Mixed_Full,mix,1,0.528401798636987,2023-01-17
532,52,tcfnn,Normal,Normal,on,1,0.3965169123010195,2023-01-17
533,53,rr,Normal,Normal,on,1,0.5176492169943249,2023-01-17
534,54,tcfnn,Normal,SprWrst,off,1,0.5908513265344703,2023-01-17
535,55,rr,Normal,SprWrst,off,1,0.6521288076942754,2023-01-17
536,56,tcfnn,Normal,Spring,off,1,0.506675323398632,2023-01-17
537,57,rr,Normal,Spring,off,1,0.6267017873808063,2023-01-17
538,58,tcfnn,Normal,Wrist,off,1,0.46196009123642984,2023-01-17
539,59,rr,Normal,Wrist,off,1,0.5760753489587647,2023-01-17
540,60,tcfnn,Spring,Mixed,mix,1,0.6099882606286058,2023-01-17
541,61,rr,Spring,Mixed,mix,1,0.7010195361503062,2023-01-17
542,62,tcfnn,Spring,Mixed_Full,mix,1,0.5641669312056948,2023-01-17
543,63,rr,Spring,Mixed_Full,mix,1,0.6867968445343882,2023-01-17
544,64,tcfnn,Spring,Normal,off,1,0.6979484446551946,2023-01-17
545,65,rr,Spring,Normal,off,1,0.8069031299288076,2023-01-17
546,66,tcfnn,Spring,SprWrst,off,1,0.6151317588490288,2023-01-17
547,67,rr,Spring,SprWrst,off,1,0.7032428231816862,2023-01-17
548,68,tcfnn,Spring,Spring,on,1,0.5614320440363589,2023-01-17
549,69,rr,Spring,Spring,on,1,0.6774033428710846,2023-01-17
550,70,tcfnn,Spring,Wrist,off,1,0.6704211706524413,2023-01-17
551,71,rr,Spring,Wrist,off,1,0.7651097368173717,2023-01-17
552,72,tcfnn,Wrist,Mixed,mix,1,0.5614882431594952,2023-01-17
553,73,rr,Wrist,Mixed,mix,1,0.6435021349139275,2023-01-17
554,74,tcfnn,Wrist,Mixed_Full,mix,1,0.5252574908551598,2023-01-17
555,75,rr,Wrist,Mixed_Full,mix,1,0.6264987905029591,2023-01-17
556,76,tcfnn,Wrist,Normal,off,1,0.6310648352373603,2023-01-17
557,77,rr,Wrist,Normal,off,1,0.6917068713810746,2023-01-17
558,78,tcfnn,Wrist,SprWrst,off,1,0.6648576003462069,2023-01-17
559,79,rr,Wrist,SprWrst,off,1,0.7081613207948299,2023-01-17
560,80,tcfnn,Wrist,Spring,off,1,0.6775791243508272,2023-01-17
561,81,rr,Wrist,Spring,off,1,0.6819327218829142,2023-01-17
562,82,tcfnn,Wrist,Wrist,on,1,0.5391134879473798,2023-01-17
563,83,rr,Wrist,Wrist,on,1,0.6260046561330078,2023-01-17
564,84,tcfnn,SprWrst,Mixed,mix,1,0.5421331631061714,2023-01-17
565,85,rr,SprWrst,Mixed,mix,1,0.640573983362046,2023-01-17
566,86,tcfnn,SprWrst,Mixed_Full,mix,1,0.483596701445696,2023-01-17
567,87,rr,SprWrst,Mixed_Full,mix,1,0.6269699975944295,2023-01-17
568,88,tcfnn,SprWrst,Normal,off,1,0.6063181373632933,2023-01-17
569,89,rr,SprWrst,Normal,off,1,0.760665948708286,2023-01-17
570,90,tcfnn,SprWrst,SprWrst,on,1,0.4672831762403094,2023-01-17
571,91,rr,SprWrst,SprWrst,on,1,0.6115788478470052,2023-01-17
572,92,tcfnn,SprWrst,Spring,off,1,0.5219814567905111,2023-01-17
573,93,rr,SprWrst,Spring,off,1,0.634049440444293,2023-01-17
574,94,tcfnn,SprWrst,Wrist,off,1,0.6020885513259071,2023-01-17
575,95,rr,SprWrst,Wrist,off,1,0.7125958519222775,2023-01-17
576,96,tcfnn,Normal,Mixed,mix,2,0.478451371171987,2023-01-17
577,97,rr,Normal,Mixed,mix,2,0.5373852352086077,2023-01-17
578,98,tcfnn,Normal,Mixed_Full,mix,2,0.39819456359040284,2023-01-17
579,99,rr,Normal,Mixed_Full,mix,2,0.5301266616981278,2023-01-17
580,100,tcfnn,Normal,Normal,on,2,0.38756399307547873,2023-01-17
581,101,rr,Normal,Normal,on,2,0.5152716632364556,2023-01-17
582,102,tcfnn,Normal,SprWrst,off,2,0.5501033294599514,2023-01-17
583,103,rr,Normal,SprWrst,off,2,0.6525258636435366,2023-01-17
584,104,tcfnn,Normal,Spring,off,2,0.5407995698181195,2023-01-17
585,105,rr,Normal,Spring,off,2,0.6363699474531916,2023-01-17
586,106,tcfnn,Normal,Wrist,off,2,0.4793437509852054,2023-01-17
587,107,rr,Normal,Wrist,off,2,0.5813221312531207,2023-01-17
588,108,tcfnn,Spring,Mixed,mix,2,0.646582503252552,2023-01-17
589,109,rr,Spring,Mixed,mix,2,0.7014820182863881,2023-01-17
590,110,tcfnn,Spring,Mixed_Full,mix,2,0.5784729434626498,2023-01-17
591,111,rr,Spring,Mixed_Full,mix,2,0.6907289548466731,2023-01-17
592,112,tcfnn,Spring,Normal,off,2,0.6617941159587201,2023-01-17
593,113,rr,Spring,Normal,off,2,0.8073554735952345,2023-01-17
594,114,tcfnn,Spring,SprWrst,off,2,0.5768655723545288,2023-01-17
595,115,rr,Spring,SprWrst,off,2,0.7030569469287887,2023-01-17
596,116,tcfnn,Spring,Spring,on,2,0.6379121439483025,2023-01-17
597,117,rr,Spring,Spring,on,2,0.6778050885359475,2023-01-17
598,118,tcfnn,Spring,Wrist,off,2,0.6847460693673779,2023-01-17
599,119,rr,Spring,Wrist,off,2,0.7672297536351813,2023-01-17
600,120,tcfnn,Wrist,Mixed,mix,2,0.6107795945667,2023-01-17
